questionUid,examId,standardUnitKey,subUnitKey,graphRequirement,graphRole,graphGapDisposition,problemImageRef,solutionImageRef,problemImageStatus,problemVisualType,problemVisualStatus,solutionImageStatus,baselineProblemImageHash,baselineSolutionImageHash
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_6,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_매산여고_2학기_기말_고1_기출/q06-solution.svg,ABSENT,,ABSENT,PRESENT,,1fbeecb518f4966d0368e1944ff36a86f01dbc642c1472cdf23cc26a41284115
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_7,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_매산여고_2학기_기말_고1_기출/q07-solution.svg,ABSENT,,ABSENT,PRESENT,,4b163268593a98897c4ff5fb893129d139db8eb6827469dd9bc2538d4cd576f1
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_10,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_11,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_제일고_2학기_기말_고1_기출/q11-solution.svg,ABSENT,,ABSENT,PRESENT,,7caef505c0d0448d440b219654ccae08ca4fc1b584d21b9df1bdeee79013e327
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_12,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_제일고_2학기_기말_고1_기출/q12-solution.svg,ABSENT,,ABSENT,PRESENT,,c006f007559d4935a6a87098802c3d42d0802512e645b1b103f9d318bbef4093
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_13,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_제일고_2학기_기말_고1_기출/q13-solution.svg,ABSENT,,ABSENT,PRESENT,,e74842149fd8f4bb403f97330b9138e4c325a44f95d6b827d06217f4053104a2
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_14,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_15,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_16,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_17,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_18,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_제일고_2학기_기말_고1_기출/q18.png,,PRESENT,,PRESENT,ABSENT,9df153cbf0ddc874b651dc069cd634d46b3b48c415fdc834ff10efe64ec16e01,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_21,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_22,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_제일고_2학기_기말_고1_기출/q22-solution.svg,ABSENT,,ABSENT,PRESENT,,87ab19fc0702e3e2ec4e12b9e8718a101bff90e22519d7ce605eeb1bca9ed76d
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_10,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_14,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_15,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_금당고_2학기_기말_고1_기출/q15-solution.svg,ABSENT,,ABSENT,PRESENT,,3a881f4f0bf3887602b8cc21a095bbc0adfd08c6228e88af73429a9dfb7cf4da
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_16,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_금당고_2학기_기말_고1_기출/q16.png,,PRESENT,,PRESENT,ABSENT,67139371d8dc2faed6a958072bca393a5de3f070a595b5bac1bb1b316cbed88f,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_19,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_20,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_22,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_금당고_2학기_기말_고1_기출/q22-solution.svg,ABSENT,,ABSENT,PRESENT,,5713a3cba53ba07a739341a783ccf45fccb3a2ab933bbc875589d9fea04a71f2
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_6,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_금당고_2학기_기말_고1_기출/q06.png,,PRESENT,,PRESENT,ABSENT,d39a7dd01f2c5b3fbd5d0445f98c0a0a228425f6d9cd00b0362b6b75b609a657,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_7,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_8,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_9,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_금당고_2학기_기말_고1_기출/q09-solution.svg,ABSENT,,ABSENT,PRESENT,,9403c69663e410f68b31b5c2c2317833868104dc1307b7ef5a004b1af6dfcb11
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_10,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_순천고_2학기_기말_고1_기출/q10.png,,PRESENT,,PRESENT,ABSENT,9ff29a8b53fc84cfbec62273f6060cf490b3f6422eed8ccf66130bf90b62a22c,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_12,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_13,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/25_순천고_2학기_기말_고1_기출/q13.png,assets/images/25_순천고_2학기_기말_고1_기출/q13-solution.svg,PRESENT,,PRESENT,PRESENT,5e81f9c184e74e0a5e04598fa10f8fcae21e10ca4be3f58b199ab232d23aff7a,126901a9d1709feec3a290f252fbb9587de5a55e57224f27b0c94dbf3199ab27
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_14,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_순천고_2학기_기말_고1_기출/q14-solution.svg,ABSENT,,ABSENT,PRESENT,,280d1467b685aa3b8270e316fdd78119df64c273cc26e2937dbef8ffd4924011
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_15,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_순천고_2학기_기말_고1_기출/q15-solution.svg,ABSENT,,ABSENT,PRESENT,,031ca0f8e35252a290c719744a479d8c43c2c4d7df3752146c295c156af58945
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_17,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_순천고_2학기_기말_고1_기출/q17-solution.svg,ABSENT,,ABSENT,PRESENT,,1373b9f7554b5014edcf7f59464bec30a12f7d55343b7bd573f5d723c014098d
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_18,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_순천고_2학기_기말_고1_기출/q18-solution.svg,ABSENT,,ABSENT,PRESENT,,10f4bc681bffd3f4a40ab25c64b41fdc03ad8e7ba23a74538860f2276c8156d1
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_19,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_21,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_22,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_23,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_순천고_2학기_기말_고1_기출/q23-solution.svg,ABSENT,,ABSENT,PRESENT,,b85e6f39b32ec848acbf00a36de0a305254bfccafc1286fe8e58fa2718b63f14
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_3,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_4,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_순천고_2학기_기말_고1_기출/q4.png,,PRESENT,,PRESENT,ABSENT,30a3cd4d6c2d4a03ee7559425e32fda7b9ae4f6f2e24942fbd7d912cfb4ca7e1,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_7,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_8,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_9,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_10,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_제일고_2학기_기말_고1_기출/q10.png,,PRESENT,,PRESENT,ABSENT,9ab459f7e6d20f9dfa0fdc210eeed5ea4f11c439d8eaf5fae8875c3a6b928e64,
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_11,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_제일고_2학기_기말_고1_기출/q11-solution.svg,ABSENT,,ABSENT,PRESENT,,c3b870bde68349b8d9bb847a481603e746978c75d086022fd639551550b24ec4
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_12,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_제일고_2학기_기말_고1_기출/q12.png,,PRESENT,,PRESENT,ABSENT,0e37b5ca16abf325e8529469db976101fd3b2b966bbcb8443bce7c38d6923ff4,
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_13,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_제일고_2학기_기말_고1_기출/q13-solution.svg,ABSENT,,ABSENT,PRESENT,,74a79bf5662d3c4423186be00a6bc1aa9615ce3696b27a2f2b20bef9bdb97360
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_14,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_제일고_2학기_기말_고1_기출/q14-solution.svg,ABSENT,,ABSENT,PRESENT,,06b8c5b40f326a431887bcadb30b950fdf7acf60e7c4ffdfd5362f57bb6b7e6c
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_15,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_16,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_17,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_제일고_2학기_기말_고1_기출/q17.png,,PRESENT,,PRESENT,ABSENT,569b51b660358d391fb64d3318c56212a8dc21b961690d75072a42543468c28c,
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_18,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_제일고_2학기_기말_고1_기출/q18-solution.svg,ABSENT,,ABSENT,PRESENT,,83dfc93c9d63c97c998c1b6451c4a8bddffa17c663eacfc07e26f5f7c7594819
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_20,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_제일고_2학기_기말_고1_기출/q20-solution.svg,ABSENT,,ABSENT,PRESENT,,d1a1414cd3454eef1d44296f5a22319924b14c73a3619c3c0957405f68d0c6b1
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_21,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_1,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_팔마고_2학기_기말_고1_기출/q01.png,,PRESENT,,PRESENT,ABSENT,aab69ec0ef2acfb9aef68d353f20e81e92add01e4bf68cc70dc4179243b4c1e5,
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_10,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_11,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_팔마고_2학기_기말_고1_기출/q11-solution.svg,ABSENT,,ABSENT,PRESENT,,1b7b0d95a0d474b322b8b6fd33cb8bef288b24755029dfd4dc71896f16266b5f
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_14,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_팔마고_2학기_기말_고1_기출/q14-solution.svg,ABSENT,,ABSENT,PRESENT,,765840a0ba4fbd8af6f4501e3eb17ba684eb2e87f98ae488510699e839270f58
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_15,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_16,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_17,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_18,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_팔마고_2학기_기말_고1_기출/q18.png,,PRESENT,,PRESENT,ABSENT,8491fec960056130eba5f8b6b913e6a3f9bb13d2194de586f1f1a02962201e9f,
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_19,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_팔마고_2학기_기말_고1_기출/q19.png,,PRESENT,,PRESENT,ABSENT,017873ddd1360e2c9e40ab6d5b5bbf8ab8b000efbe5ed4c81bcbfd6d5df740a4,
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_2,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_팔마고_2학기_기말_고1_기출/q02.png,,PRESENT,,PRESENT,ABSENT,776aa74a7f9ef5615644e0a1190a2f88bcff2d29195bdb3f4d6e5b69eda415ea,
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_20,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_팔마고_2학기_기말_고1_기출/q20-solution.svg,ABSENT,,ABSENT,PRESENT,,c38d51db37d5fee353f0a46cbe076590d6dd753b2d9fa36df776d3508a688ead
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_21,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_22,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_23,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_팔마고_2학기_기말_고1_기출/q23-solution.svg,ABSENT,,ABSENT,PRESENT,,bbb8519811b5b4494787e557401dd86cd57f469ecd96cd8a39fefd12d3cc3b63
h1:original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js_3,original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_INVERSE,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_팔마고_2학기_기말_고1_기출/q03.png,,PRESENT,,PRESENT,ABSENT,776aa74a7f9ef5615644e0a1190a2f88bcff2d29195bdb3f4d6e5b69eda415ea,
