questionUid,qKey,standardUnitKey,subUnitKey,problemImageStatus,problemVisualType,problemVisualStatus,solutionImageStatus,graphGapDisposition,graphCandidateScore,graphCandidateReasons,graphRequirement,qualityDisposition,placeholderFound,contentPreview
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_15,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_15,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $A=\{1,2,3,4,5,6\}$에서 $A$로의 함수 중에서 다음 두 조건을 만족시키는 함수 $f$의 개수는? (4.6점)<div class=""question-note-box"">(가) 함수 $f$는 일대일대응이다.<br>(나) 정의역 $A$의 한 원소 $n$에 대하여 $f(n)-f(n+1)=5$이다.</div>"
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_18,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_18,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"원 $x^2+y^2=5$와 함수 $y=\dfrac{k}{x}$ ($k\gt0$)의 그래프가 제$1$사분면의 두 점에서 만난다. 두 점의 $x$좌표의 비가 $1:3$일 때, $k$의 값은? (5.1점)"
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_2,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_2,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"유리함수 $y=\dfrac{3x+2}{x-a}$의 그래프의 점근선의 방정식이 $x=2$, $y=b$일 때, $ab$의 값은? (단, $a,b$는 상수이다.) (3.7점)"
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_22,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_22,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"&lt;서술형3&gt;<br>함수 $f(x)=\dfrac{x-3}{x+1}$에 대하여 $f^1=f$, $f^{n+1}=f\circ f^n$ ($n$은 자연수)으로 정의할 때, $f^{300}(f^{200}(f^{100}(2)))$의 값을 구하는 풀이 과정과 답을 서술하시오. (7점, 부분점수있음.)"
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_8,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_8,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"무리함수 $y=\sqrt{2x+4}$의 그래프와 직선 $y=x+k$가 서로 다른 두 점에서 만나도록 하는 실수 $k$의 범위가 $a\le k\lt b$일 때, $a+2b$의 값은? (4.7점)"
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_9,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_9,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=-\sqrt{ax}$ ($a\ne0$)의 설명으로 보기에서 있는 대로 고른 것은? (단, $a$는 상수이다.) (4.2점)<div class=""question-note-box"">&lt;보기&gt;<br>ㄱ. 정의역은 $\{x\mid x\ge0\}$이다.<br>ㄴ. 치역은 $\{y\mid y\le0\}$이다.<br>ㄷ. $a\lt0$일 때, 그래프는 원점을 지나고 제$2$사분면에 있다.<br>ㄹ. 함수 $y=-\sqr"
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_1,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_1,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,함수 $f(x)=x^3+2$에 대하여 $(f^{-1}\circ f\circ f^{-1})(k)=2$를 만족시키는 실수 $k$의 값은? [3.7점]
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_18,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_18,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"이차함수 $f(x)$가 다음 조건을 만족시킨다.<div class='note-box'>(가) $f(-6)=0$<br>(나) 모든 실수 $x$에 대하여 $f(x)\le f(-3)$이다.</div>실수 $p$에 대하여 $p\le x\le p+2$에서 함수 $f(x)$의 최솟값을 $g(p)$라 하자. 함수 $g(p)$의 최댓값이 $2$일 때, $f(2)$의 값은? [5점]"
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_2,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_2,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,실수 전체의 집합에서 정의된 함수 $f(x)=|2x-3|+kx-1$의 역함수가 존재하도록 하는 자연수 $k$의 최솟값은? [3.9점]
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_20,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_20,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_RELATION_CANDIDATE,7,graph-subunit|graph-relation,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"서술형 2<br>정의역이 $\{x\mid x\ge1\}$인 두 함수 $f(x)=\dfrac1{x+3}$, $g(x)=\sqrt{2(x-1)}$에 대하여 $(f\circ g)^{-1}\left(\dfrac17\right)$의 값을 구하시오. [6점]"
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_22,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_22,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,서술형 4<br>실수 전체의 집합에서 정의된 함수 $f(x)=\begin{cases}-x&(x\lt0)\\-x^2+4x&(x\ge0)\end{cases}$에 대하여 $(f\circ f)(a)=f(a)$를 만족시키는 모든 실수 $a$의 값의 합을 구하시오. [5점]
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_4,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_4,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,유리함수 $f(x)=\dfrac{2x+1}{x+3}$의 그래프에 대하여 옳은 것을 모두 고르면? [4.3점]
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_5,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_5,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,무리함수 $y=-\sqrt{4-4x}+3$의 그래프에서 옳은 것을 모두 고르면? [4.4점]
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_6,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_6,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"유리함수 $f(x)=\dfrac{x}{1-x}$에 대하여 $f^1(x)=f(x)$, $f^{n+1}(x)=(f\circ f^n)(x)$ ($n$은 자연수)로 정의한다. $f^{2021}(x)=\dfrac{ax+b}{cx+1}$일 때, 실수 $a,b,c$에 대하여 $a+b+c$의 값은? [4.5점]"
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_7,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_7,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=\dfrac{ax+1}{bx+c}$의 그래프가 오른쪽 그림과 같을 때, 함수 $y=a\sqrt{bx+a+c}$의 그래프가 반드시 지나는 사분면은? [4.5점]"
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_8,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_8,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"실수 전체의 집합에서 정의된 함수 $f(x)=\begin{cases}\dfrac{2x-4}{x-4}&(x\gt5)\\\sqrt{5-x}+a&(x\le5)\end{cases}$가 다음 조건을 모두 만족시킨다.<div class='note-box'>(가) 치역은 $\{y\mid y\gt2\}$이다.<br>(나) 임의의 두 실수 $x_1,x_2$에 대하여 $x_1\ne x_2$이면 $f(x_1)\ne f(x_2)$이다.</div>$"
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_9,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_9,H15-SB-04,H15-SB-04-RATIONAL_APPLICATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"$2\le x\le5$에서 $ax+3\le\dfrac{3x-1}{x-1}\le bx+3$일 때, $b-a$의 최솟값은? [5점]"
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_1,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_1,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"분모를 $0$으로 하지 않는 모든 실수 $x$에 대하여 등식 $\dfrac{3x+1}{x^2+3x+2}=\dfrac{a}{x+2}+\dfrac{b}{x+1}$가 성립할 때, 상수 $a,b$에 대하여 $a+b$의 값은? [4.2점]"
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_13,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_13,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 집합 $X=\{1,2,3,4,5\}$, $Y=\{2,3,4,5,6,7,8,9\}$에 대하여 다음 조건을 모두 만족시키는 함수 $f:X\to Y$의 개수는? [4.9점]<div class=""question-note-box"">ㄱ. $x_1\lt x_2$이면 $f(x_1)\gt f(x_2)$<br>ㄴ. $f(3)=6$</div>"
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_14,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_14,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"단답형1. 유리함수 $y=\dfrac{bx+c}{x-a}$의 그래프가 오른쪽 그림과 같을 때, 무리함수 $y=a\sqrt{x-b}+c$의 그래프가 지나는 사분면을 구하시오. [3점]"
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_15,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_15,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"단답형2. $a\le x\le10$에서 무리함수 $y=-\sqrt{2x-4}-1$의 최댓값이 $-3$, 최솟값이 $m$일 때, $a+m$의 값을 구하시오. [4점]"
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_2,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_2,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,무리식 $\dfrac{\sqrt{x}-3}{\sqrt{2-x}}+\sqrt{-2x+1}$의 값이 실수이기 위한 $x$값의 범위에 속하는 정수의 개수는? [4.2점]
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_20,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_20,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,ABSENT,TABLE,PRESENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"서술형2. 무리함수 $y=\sqrt{4x-8}$의 그래프와 직선 $y=x+k$가 한 점에서 만나기 위한 실수 $k$값의 범위를 채점기준에 알맞게 구하시오. [7점]<table class=""question-table""><thead><tr><th>단계</th><th>채점기준</th><th>부분점수</th></tr></thead><tbody><tr><td>i</td><td>무리함수와 직선의 그래프를 한 좌표평면에 그린 경우</td>"
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_21,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_21,H15-SB-04,H15-SB-04-RATIONAL_APPLICATION,ABSENT,TABLE,PRESENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"서술형3. $1\le x\le3$인 모든 $x$에 대하여 부등식 $ax+1\le\dfrac{x-1}{x+1}\le bx+1$이 성립할 때, 상수 $a$의 최댓값과 상수 $b$의 최솟값을 채점기준에 알맞게 구하시오. [7점]<table class=""question-table""><thead><tr><th>단계</th><th>채점기준</th><th>부분점수</th></tr></thead><tbody><tr><td>i</td><td>"
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_3,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_3,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,다음 중 유리함수 $y=\dfrac{-3x+2}{x+1}$의 그래프에 대한 설명으로 옳지 않은 것은? [4.6점]
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_4,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_4,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"다음 보기에서 무리함수 $y=-\sqrt{-2x+1}+2$에 대한 설명으로 옳은 것만을 있는 대로 고른 것은? [4.6점]<div class=""question-note-box"">&lt;보기&gt;<br>ㄱ. 정의역은 $\left\{x\mid x\le\dfrac12\right\}$이다.<br>ㄴ. 무리함수 $y=-\sqrt{2x}$의 그래프를 평행이동 하였을 때, 주어진 무리함수의 그래프와 겹쳐진다.<br>ㄷ. 그래프는 제$4$"
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_5,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_5,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"유리함수 $f(x)=\dfrac{3x+1}{x-2}$에 대하여 $y=f(x)$의 그래프를 $x$축의 방향으로 $a$만큼, $y$축의 방향으로 $b$만큼 평행이동하면 $y=f^{-1}(x)$의 그래프와 일치한다고 한다. 이때, $a,b$의 곱 $ab$의 값은? [4.9점]"
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_6,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_6,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"좌표평면에서 무리함수 $f(x)=-\sqrt{-2x}$의 그래프와 원 $(x+2)^2+(y+2)^2=1$이 만나는 두 점을 각각 $P,Q$라 하고, 함수 $y=f(x)$의 역함수 $y=f^{-1}(x)$의 그래프와 원 $(x+2)^2+(y+2)^2=1$이 만나는 두 점을 $R,S$라 하자. 두 직선 $PQ,RS$의 기울기를 각각 $a_1,a_2$라 할 때, $\dfrac12a_1a_2$의 값은? [5점]"
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_11,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_11,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=\dfrac3{x-a}+2$의 그래프가 지나는 사분면의 개수를 $f(a)$라 할 때, $f(-5)+f(-4)+f(-3)+\cdots+f(5)$의 값은? [5.7점]"
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_12,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_12,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_RELATION_CANDIDATE,7,graph-subunit|graph-relation,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)$를 $f(x)=\begin{cases}\sqrt{x+4}-4&(x\ge0)\\\sqrt{-x+4}-4&(x\lt0)\end{cases}$라 하자. 자연수 $n$에 대하여 직선 $y=n$과 $y=|f(x)|$가 만나는 점의 개수를 $g(n)$이라 할 때, $g(n)=3$을 만족하는 $n$의 값의 합은? [4.3점]"
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_13,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_13,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,함수 $f(x)=\begin{cases}-\sqrt{2x}&(x\ge0)\\-\dfrac12x^2&(x\lt0)\end{cases}$의 그래프와 직선 $x-3y-20=0$으로 둘러싸인 도형의 넓이는? [5.5점]
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_20,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_20,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"서술형2.<br>좌표평면에서 두 곡선 $y=2\sqrt{x}$, $y=-\sqrt{x}+6$과 직선 $x=k$로 둘러싸인 영역의 내부 또는 그 경계에 포함되고 $x$좌표와 $y$좌표가 모두 정수인 점의 개수가 $737$이 되도록 하는 자연수 $k$의 값을 구하시오. (단, $k\gt4$) [6점]"
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_21,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_21,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_RELATION_CANDIDATE,7,graph-subunit|graph-relation,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"서술형3.<br>정의역이 $\{x\mid x\gt0\}$인 두 함수 $f(x)=\dfrac{x}{1+x^2}$, $g(x)=\sqrt{x}$에 대하여 $f(g^{-1}(a))=\dfrac12$일 때, $g(f(a))$의 값을 구하시오. [4점]"
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_5,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_5,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,다음 중 일대일대응인 것은? [4.3점]
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_6,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_6,H15-SB-04,H15-SB-04-RATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,유리함수 $y=\dfrac{-2x+1}{x-1}$의 점근선을 구하면? [3.7점]
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_7,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_7,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,무리함수 $y=-\sqrt{-2x+4}+1$의 치역은? [4.9점]
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_10,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_10,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 집합 $X=\{1,2,3,4\}$, $Y=\{5,6,7,8\}$에 대하여 함수 $f$는 $X$에서 $Y$로의 일대일 대응이다. $f(1)=7$, $f(2)-f(3)=3$일 때, $f(3)\times f(4)$의 값을 구하면? [4점]"
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_11,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"무리함수 $f(x)=\sqrt{x-1}+1$에 대하여 $y=f(x)$의 그래프와 그 역함수 $y=f^{-1}(x)$의 그래프가 서로 다른 두 점에서 만날 때, 이 두 점 사이의 거리를 구하면? [4.1점]"
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_14,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_RELATION_CANDIDATE,7,graph-subunit|graph-relation,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f:R\to R$를 다음과 같이 정의한다.<br>$f(x)=1$ ($x$가 유리수일 때), $f(x)=0$ ($x$가 무리수일 때)<br>합성함수 $f\circ f$의 치역은? (단, $R$은 실수 전체의 집합) [4.5점]"
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_15,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_15,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=\dfrac{x-1}{x-2}$의 그래프에 대한 보기의 설명 중에서 옳은 것을 모두 고르면? [4.5점]<br>[보기]<br>ㄱ. 제2, 4사분면을 지나지 않는다.<br>ㄴ. 두 점근선의 교점은 $(2,1)$이다.<br>ㄷ. 직선 $y=-x+3$, $y=x-1$에 대칭인 곡선이다."
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_18,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,PRESENT,,PRESENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"다음 그림과 같이 두 함수 $y=\sqrt{x+1}$, $y=\sqrt{x}$의 그래프가 $y$축에 평행한 직선 $x=k$ $(k=1,2,3,\cdots)$와 만나는 점을 각각 $P_k,Q_k$라 하자. $\overline{P_1Q_1}+\overline{P_2Q_2}+\overline{P_3Q_3}+\cdots+\overline{P_{31}Q_{31}}=a+b\sqrt2$일 때, 유리수 $a,b$에 대하여 $ab$의 값은? "
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_20,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=\dfrac{3x-4}{x+a}$에 대하여 $(f\circ f)(k)=k$를 만족시키는 실수 $k$가 오직 한 개 존재할 때, $a+k$의 값은? (단, $a\gt0$) [5.2점]"
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_22,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"서술형 2. 함수 $f(x)=\sqrt{2x+a}-4$의 그래프가 원점을 지날 때, $a$값과 $f(x)$의 역함수와 역함수의 정의역을 구하시오. [5점]"
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_3,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_3,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"유리함수 $y=\dfrac{bx+c}{x+a}$의 그래프가 오른쪽 그림과 같을 때, 상수 $a,b,c$에 대하여 $a+b+c$의 값을 구하면? [3점]"
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_1,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_1,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,ABSENT,,ABSENT,PRESENT,SOLUTION_VISUAL_PRESENT,0,solutionImage-present,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"유리함수 $y=\dfrac{2}{x-2}-1$의 그래프의 점근선의 방정식이 $x=p$, $y=q$일 때, $p+q$의 값은? [3.8점]"
